"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Georgia","GEO","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83333333333333","4.11666666666667","4.25833333333333","4.4","4.41666666666667","4.44166666666667","4.41666666666667","4.44166666666667","4.44166666666667","","","","","","","","","","",
"Ghana","GHA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.85","3.925","3.95","3.9","3.84166666666667","3.88333333333333","3.9","3.8","3.675","3.36667","3.56667","3.51666666666667","3.55833333333333","3.53333333333333","3.575","3.575","3.575","3.366667","3.408333",
"Gibraltar","GIB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01666666666667","2.94166666666667","3.00833333333333","3","2.81666666666667","2.775","2.85833333333333","2.96666666666667","2.96666666666667","3.03333","3.08333","3.15","3.175","3.175","3.21666666666667","3.28333333333333","3.308333","3.391667","3.391667",
"Gambia, The","GMB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08333333333333","3.08333333333333","3.23333333333333","3.2","3.25833333333333","3.35","3.46666666666667","3.35","3.26666666666667","3.14167","2.925","2.925","2.96666666666667","2.975","2.975","2.975","2.975","3.066667","3.133333",
"Guinea-Bissau","GNB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.68333333333333","2.59166666666667","2.59166666666667","2.6","2.60833333333333","2.7","2.825","2.61666666666667","2.525","2.5","2.475","2.45833333333333","2.45","2.45","2.45","2.45","2.433333","2.541667","2.566667",
"Equatorial Guinea","GNQ","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69166666666667","3.75833333333333","3.675","3.7","3.69166666666667","3.775","3.73333333333333","3.65","3.54166666666667","3.49167","3.53333","3.55","3.50833333333333","3.49166666666667","3.641667","3.64166666666667","3.658333","3.658333","3.725",
"Greenland","GRL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","3.41666666666667","3.41666666666667","3.4","3.4","3.39166666666667","3.325","3.325","3.35","3.35","3.325","3.3","3.3","3.26666666666667","3.266667","3.26666666666667","3.266667","3.266667","3.291667",
"High income","HIC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","3.41666666666667","3.41666666666667","3.4","3.4","3.39166666666667","3.325","3.325","3.35","3.35","3.325","3.3","3.3","3.26666666666667","3.266667","3.26666666666667","3.266667","3.266667","3.291667",
"Hong Kong SAR, China","HKG","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.90833333333333","3.88333333333333","3.84166666666667","3.7","3.54166666666667","3.58333333333333","3.625","3.49166666666667","3.31666666666667","3.40834","3.5","3.49167","3.51666666666667","3.45","3.4","3.4","3.358333","3.358333","3.283333",
"Heavily indebted poor countries (HIPC)","HPC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20740740740741","3.18941441441442","3.20427927927928","3.2","3.19100877192982","3.19100877192982","3.21162280701754","3.20285087719298","3.19144736842105","3.19451885964912","3.18530789473684","3.15788324324324","3.12061403508772","3.1454954954955","3.10921055263158","3.11118421052632","3.11689189189189","3.08991234210526","3.08706144736842",
"Croatia","HRV","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76666666666667","2.85833333333333","2.85833333333333","2.9","2.925","2.925","2.9","2.9","2.83333333333333","2.85834","2.9","2.875","2.875","2.775","2.766667","2.7","2.625","2.516667","2.216667",
"Hungary","HUN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62884615384615","3.64358974358974","3.73583333333333","3.75","3.73916666666667","3.70916666666667","3.68055555555556","3.69074074074074","3.6787037037037","3.59375","3.5291675","3.454165","3.51666666666667","3.55833333333333","3.5375","","","","",
"IDA & IBRD total","IBT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33695175438596","3.31773504273504","3.33266666666667","3.33066666666667","3.33690476190476","3.33712121212121","3.32339743589743","3.2940625","3.27952674897119","3.25087807017544","3.22861894736842","3.19429232876712","3.16666666666667","3.17865296803653","3.17055554666667","3.15993150684931","3.16249997222222","3.14189189189189","3.14211713513514",
"IDA total","IDA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27671957671958","3.2525641025641","3.27064102564102","3.26615384615385","3.27686567164179","3.28159203980099","3.2768115942029","3.24377934272301","3.22962962962963","3.23182962962963","3.21192180555556","3.18697197183098","3.15694444444444","3.16795774647887","3.1605022739726","3.15993150684932","3.16249997222222","3.14189189189189","3.14211713513513",
"IDA blend","IDB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37371794871795","3.32202380952381","3.34107142857143","3.32142857142857","3.36369047619048","3.38035714285714","3.38988095238095","3.38928571428571","3.38154761904762","3.38333357142857","3.36428595238095","3.33154714285714","3.30416666666667","3.30119047619048","3.35595230952381","3.36333333333333","3.381111","3.38722213333333","3.405",
"Indonesia","IDN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.65","3.675","","","","","","","","","","","","","","","","","",
"IDA only","IDX","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2515","3.23349673202614","3.25130718954248","3.25098039215686","3.25393081761006","3.25550314465409","3.2480303030303","3.20804093567252","3.19295977011494","3.19525971264368","3.17514425287356","3.15146228070175","3.12140804597701","3.13523391812866","3.11412429943503","3.1073275862069","3.10497075438597","3.07951979661017","3.07528250847458",
"Isle of Man","IMN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76666666666667","3.80833333333333","3.85","3.8","3.76666666666667","3.74166666666667","3.71666666666667","3.7","3.7","","","","","","","","","","",
"Not classified","INX","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.65","3.625","3.6","3.74166666666667","3.79166666666667","3.79166666666667","3.85833333333333","3.85833333333333","3.81667","3.81667","3.775","3.73333333333333","3.69166666666667","3.69166666666667","3.69166666666667","3.766667","3.783333","3.833333",
"Kyrgyz Republic","KGZ","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.50833333333333","3.6","3.66666666666667","3.7","3.65","3.65","3.60833333333333","3.59166666666667","3.55","3.55","3.64167","3.68333","3.64166666666667","3.58333333333333","3.541667","3.54166666666667","3.583333","3.533333","3.575",
"Cambodia","KHM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09166666666667","3.16666666666667","3.20833333333333","3.3","3.29166666666667","3.35833333333333","3.40833333333333","3.45","3.425","3.425","3.4","3.4","3.35833333333333","3.375","3.4","3.425","3.516667","3.566667","3.566667",
"Kiribati","KIR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15833333333333","3.06666666666667","3.06666666666667","3","3.125","3.025","3.03333333333333","2.88333333333333","2.90833333333333","2.95","2.95","2.95","2.99166666666667","2.925","2.975","3.025","2.958333","2.933333","2.933333",
"St. Kitts and Nevis","KNA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68229166666667","3.69791666666667","3.68854166666667","3.6875","3.63229166666667","3.63958333333333","3.6125","3.58020833333333","3.51875","3.50104375","3.49270916666667","3.48095285714286","3.46071428571429","3.425","3.45952385714286","3.45","3.415476","3.39880942857143","3.35357142857143",
"Lao PDR","LAO","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98333333333333","3.075","3.14166666666667","3.3","3.2","3.275","3.35833333333333","3.4","3.35833333333333","3.35833","3.29166666666667","3.20833","3.16666666666667","3.19166666666667","2.966667","3.00833333333333","3.008333","3.008333","2.983333",
"Lebanon","LBN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.825","2.91666666666667","3.03333333333333","3.05833333333333","3.125","3.1","3.1","3.1","3.125","2.9","2.90833333333333","2.95","2.975","2.991667","2.991667",
"Libya","LBY","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96666666666667","3.94166666666667","3.96666666666667","3.9","3.84166666666667","3.84166666666667","3.775","3.775","3.65","3.60833","3.55833333333333","3.58333","3.56666666666667","3.56666666666667","3.633333","3.675","3.675","3.675","3.716667",
"Latin America & Caribbean","LCN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64537037037037","3.66666666666667","3.65833333333333","3.65555555555555","3.60648148148148","3.61203703703704","3.58055555555555","3.55185185185185","3.5","3.48426111111111","3.47407481481481","3.45833375","3.440625","3.40520833333333","3.43541675","3.42708333333333","3.396874875","3.382291625","3.345833375",
"Least developed countries: UN classification","LDC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","3.12416666666667","3.14416666666667","3.1425","3.14430894308943","3.14573170731707","3.15752032520325","3.11240310077519","3.10265151515152","3.12131868217054","3.09496178294574","3.06608519379845","3.02386363636364","3.04341085271318","3.00776515151515","3.00909090909091","2.99941860465116","2.97518940909091","2.96628795454545",
"Low income","LIC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13291666666667","3.10198412698413","3.11388888888889","3.11428571428571","3.11515151515152","3.12159090909091","3.12613636363636","3.05036231884058","3.03695652173913","3.04130579710145","3.00362405797101","2.95253623188406","2.88645833333333","2.93623188405797","2.88680554166667","2.89131944444445","2.90181169565217","2.86701395833333","2.8538195",
"Liechtenstein","LIE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.61666666666667","3.55","3.45833333333333","3.4","3.50833333333333","3.525","3.54166666666667","3.54166666666667","3.51666666666667","3.51667","3.375","","","","3.458333","","","3.058333","3.125",
"Lower middle income","LMC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3025","3.29390243902439","3.31666666666667","3.30975609756098","3.3260162601626","3.32540650406504","3.32738095238095","3.33214285714286","3.31802325581395","3.33028512195122","3.31687056910569","3.28969333333333","3.28377192982456","3.26951754385965","3.27393164102564","3.27017543859649","3.25526307894737","3.24358971794872","3.24722225641026",
"Low & middle income","LMY","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33677777777778","3.31645021645022","3.33153153153153","3.32972972972973","3.33607456140351","3.33640350877193","3.32337662337662","3.29367088607595","3.27864583333333","3.24955644444444","3.22733386666667","3.19282416666667","3.1648401826484","3.17743055555556","3.16925674324324","3.15844907407407","3.16103283098592","3.14018264383562","3.14006850684932",
"Lesotho","LSO","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.50833333333333","3.53333333333333","3.53333333333333","3.5","3.50833333333333","3.45","3.43333333333333","3.475","3.46666666666667","3.34167","3.3","3.34166666666667","3.38333333333333","3.31666666666667","3.29166666666667","3.29166666666667","3.291667","3.291667","3.266667",
"Late-demographic dividend","LTE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71025641025641","3.70576923076923","3.79090909090909","3.79090909090909","3.77727272727273","3.75909090909091","3.75166666666667","3.75416666666667","3.7375","3.559375","3.52291791666667","3.50833166666667","3.51944444444445","3.525","3.522619","3.52166666666667","3.5333332","3.4416665","3.47083333333333",
"Lithuania","LTU","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.65","3.78333333333333","3.8","3.7","3.725","3.775","3.81666666666667","3.85833333333333","3.79167","3.7","3.7","3.74166666666667","3.74166666666667","3.716667","","","","",
"Madagascar","MDG","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54166666666667","3.58333333333333","3.675","3.7","3.51666666666667","3.35833333333333","3.23333333333333","3.04166666666667","3.01666666666667","3.13333333333333","3.14167","3.23333333333333","3.275","3.275","3.25","3.25","3.25","3.25","3.25",
"Maldives","MDV","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83333333333333","3.6","3.55833333333333","3.4","3.36666666666667","3.35","3.325","3.28333333333333","3.23333333333333","3.225","3.13333","3.175","3.16666666666667","3.16666666666667","3.308333","3.225","3.208333","3.166667","3.108333",
"Middle East & North Africa","MEA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21666666666667","3.15416666666667","3.15","3.15","3.15833333333333","3.15833333333333","3.07916666666667","3.04166666666667","3.04166666666667","3.008335","2.7875","2.675","2.5375","2.575","2.5791665","2.55416666666666","2.4791665","2.4875","2.4833335",
"Mexico","MEX","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.70833333333333","2.68333333333333","2.64166666666667","2.64167","2.6","2.6","2.6","2.6","2.6","2.6","2.625","2.625","2.65",
"Middle income","MIC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41090909090909","3.396875","3.41776729559748","3.41509433962264","3.42608024691358","3.42391975308642","3.40227272727273","3.39360119047619","3.37616959064328","3.34166730769231","3.32628243589744","3.30561238095238","3.30119047619048","3.2906462585034","3.30483332","3.29201388888889","3.28524295833333","3.27397955102041","3.28027210204082",
"North Macedonia","MKD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70833333333333","3.68333333333333","3.70833333333333","3.7","3.65833333333333","3.64166666666667","3.64166666666667","3.38333333333333","3.38333333333333","3.36666666666667","3.38333","3.35833333333333","3.4","3.4","3.40833333333333","3.29166666666667","3.241667","3.233333","3.208333",
"Malta","MLT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.95","3.05","3.075","3.075","3","3.01666666666667","3.016667","3","2.266667","2.116667","1.983333",
"Middle East & North Africa (excluding high income)","MNA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21666666666667","3.15416666666667","3.15","3.15","3.15833333333333","3.15833333333333","3.07916666666667","3.04166666666667","3.04166666666667","3.008335","2.7875","2.675","2.5375","2.575","2.5791665","2.55416666666666","2.4791665","2.4875","2.4833335",
"Montenegro","MNE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44166666666667","3.375","3.40833333333333","3.3","3.35","3.40833333333333","3.48333333333333","3.44166666666667","3.35833333333333","3.25","3.275","3.20833","3.29166666666667","3.375","3.358333","","","","",
"Northern Mariana Islands","MNP","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
