"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Mozambique","MOZ","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45833333333333","3.51666666666667","3.60833333333333","3.7","3.71666666666667","3.74166666666667","3.675","3.725","3.61666666666667","3.59167","3.48333333333333","3.23333333333333","3.16666666666667","3.20833333333333","3.14166666666667","3.11666666666667","3.116667","3.158333","3.133333",
"Mauritania","MRT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15833333333333","3.28333333333333","3.375","3.3","3.225","3.175","3.2","3.225","3.29166666666667","3.38333333333333","3.31666666666667","3.36666666666667","3.39166666666667","3.36666666666667","3.36666666666667","3.34166666666667","3.391667","3.391667","3.566667",
"Mauritius","MUS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","3.39166666666667","3.40833333333333","3.4","3.39166666666667","3.30833333333333","3.26666666666667","3.15833333333333","3.06666666666667","3.19167","3.15","3.175","3.24166666666667","3.2","3.19166666666667","3.19166666666667","3.108333","3","3.025",
"Malaysia","MYS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North America","NAC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.25833333333333","3.3","3.3","3.3","3.34166666666667","3.39166666666667","3.4","3.48333333333333","3.45833333333333","3.41666666666667","3.45833333333333","3.35","3.36666666666667","3.40833333333333","3.39166666666667","3.41666666666667","3.391667","3.441667","3.358333",
"Nigeria","NGA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14166666666667","3.225","3.4","3.4","3.48333333333333","3.44166666666667","3.425","3.53333333333333","3.575","3.53333333333333","3.40833","3.28333333333333","3.2","3.13333333333333","3.15833333333333","3.2","3.2","3.158333","3.191667",
"Nicaragua","NIC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71666666666667","3.75","3.75","3.8","3.68333333333333","3.65833333333333","3.68333333333333","3.70833333333333","3.75833333333333","3.70834","3.70834","3.68334","3.61666666666667","3.50833333333333","3.441667","3.375","3.283333","3.275","3.225",
"Netherlands","NLD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.34166666666667","3.41666666666667","3.44166666666667","3.3","3.3","3.29166666666667","3.28333333333333","3.26666666666667","3.375","3.39167","3.39167","3.39167","3.39166666666667","3.45","3.4","3.4","3.4","3.416667","3.366667",
"Nauru","NRU","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.375","3.21904761904762","3.25","3.24285714285714","3.27619047619048","3.29166666666667","3.29761904761905","3.26071428571429","3.25952380952381","3.24881","3.21785714285714","3.2273819047619","3.21428571428572","3.23333333333333","3.2499999047619","3.23690476190476","3.215476","3.19166657142857","3.177381",
"Pakistan","PAK","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.65833333333333","3.61666666666667","3.575","3.3","3.18333333333333","3.08333333333333","3.06666666666667","3.06666666666667","3.06666666666667","3.175","3.21666666666667","3.325","3.24166666666667","3.2","3.308333","3.30833333333333","3.333333","3.241667","3.308333",
"Panama","PAN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.10833333333333","3.14166666666667","3.31666666666667","3.3","3.25","3.3","3.3","3.3","3.25","3.16667","3","3","2.95833333333333","3","2.95","2.8","2.8","2.85","2.85",
"Poland","POL","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12194444444444","3.08333333333333","3.10677083333333","3.103125","3.11843434343434","3.11590909090909","3.13964646464646","3.1093137254902","3.10637254901961","3.12247555555556","3.09444525252525","3.05934353535354","3.01299019607843","3.04217171717172","3.00882351960784","3.01544117647059","3.03560606060606","3.02156864705882","3.03455888235294",
"Puerto Rico","PRI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20666666666667","3.15666666666667","3.19166666666667","3.26","3.365","3.35333333333333","3.19285714285714","3.11770833333333","3.10520833333333","3.12083375","3.12604125","3.13125","3.13020833333333","3.11666666666667","3.11458325","3.13888888888889","3.15740722222222","3.14907388888889","3.14537022222222",
"Post-demographic dividend","PST","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59166666666667","3.66666666666667","3.68333333333333","3.7","3.70833333333333","3.70833333333333","3.64166666666667","3.64166666666667","3.6","","","","","","","","","","",
"French Polynesia","PYF","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.475","3.63333333333333","3.65833333333333","3.7","3.76666666666667","3.84166666666667","3.81666666666667","3.84166666666667","3.925","3.99167","4.04166666666667","4.04166666666667","4.04166666666667","4.04166666666667","4.04166666666667","4.06666666666667","4.066667","4.066667","4.116667",
"South Asia","SAS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63214285714286","3.48020833333333","3.46979166666667","3.4","3.41145833333333","3.37708333333333","3.34270833333333","3.3125","3.31145833333333","3.30000142857143","3.25952380952381","3.27639","3.25972222222222","3.26388888888889","3.30714271428571","3.25694444444444","3.3916666","3.07142857142857","3.06190471428571",
"Saudi Arabia","SAU","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59166666666667","2.525","2.50833333333333","2.5","2.45833333333333","2.44166666666667","2.35833333333333","2.31666666666667","2.35833333333333","2.425","2.425","2.46666666666667","2.38333333333333","2.275","2.23333333333333","2.23333333333333","2.266667","2.2","2",
"Senegal","SEN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75","3.66666666666667","3.725","3.6","3.65833333333333","3.68333333333333","3.775","3.81666666666667","3.81666666666667","3.81666666666667","3.81667","3.775","3.825","3.71666666666667","3.71666666666667","3.71666666666667","3.7","3.7","3.7",
"Singapore","SGP","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.825","2.775","2.73333333333333","2.8","2.75833333333333","2.78333333333333","2.93333333333333","2.95833333333333","2.93333333333333","2.93333","2.975","2.975","2.93333333333333","2.93333333333333","2.933333","2.93333333333333","2.933333","2.958333","2.916667",
"Sierra Leone","SLE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11666666666667","3.09166666666667","3.09166666666667","3.1","3.20833333333333","3.25833333333333","3.30833333333333","3.26666666666667","3.26666666666667","3.26667","3.26667","3.24166666666667","3.24166666666667","3.15833333333333","3.11666666666667","3.14166666666667","3.191667","3.2","3.2",
"El Salvador","SLV","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.825","","1.975","2.01666666666667","2.116667","2.116667","2.225",
"Serbia","SRB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.09166666666667","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15563063063063","3.15337837837838","3.17725225225225","3.16216216216216","3.17675438596491","3.18092105263158","3.20460526315789","3.17393162393162","3.17094017094017","3.18640456140351","3.1721498245614","3.13684210526316","3.1017094017094","3.12850877192983","3.1","3.10918803418804","3.11559830769231","3.12799148717949","3.13974364102564",
"South Sudan","SSD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11666666666667","2.09166666666667","2","1.86667","1.575","1.525","1.475","1.43333333333333","1.475","1.6","1.625","1.666667",
"Sub-Saharan Africa","SSF","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15563063063063","3.15337837837838","3.17725225225225","3.16216216216216","3.17675438596491","3.18092105263158","3.20460526315789","3.17393162393162","3.17094017094017","3.18640456140351","3.1721498245614","3.13684210526316","3.1017094017094","3.12850877192983","3.1","3.10918803418804","3.11559830769231","3.12799148717949","3.13974364102564",
"Small states","SST","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.43697916666667","3.35833333333333","3.37941176470588","3.39411764705882","3.42892156862745","3.43627450980392","3.36052631578947","3.30041666666667","3.28458333333333","3.276667","3.26208316666667","3.26291666666667","3.25291666666667","3.25375","3.27708326666667","3.27857142857143","3.27777761904762","3.26626971428571","3.26626980952381",
"Sao Tome and Principe","STP","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.975","2.95","2.975","3","2.93333333333333","2.98333333333333","3.05","3.05","3.05","3.05","3.05","3.11666666666667","3.11666666666667","3.075","3.00833333333333","2.98333333333333","2.983333","2.925","2.925",
"Suriname","SUR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88333333333333","2.75","2.575","2.5","2.48333333333333","2.375","2.425","2.50833333333333","2.6","2.69167","2.78334","2.74166666666667","2.65833333333333","2.725","2.79166666666667","2.775","2.75","2.725","2.7",
"East Asia & Pacific (IDA & IBRD countries)","TEA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27727272727273","3.22847222222222","3.22954545454545","3.28181818181818","3.33181818181818","3.35151515151515","3.28076923076923","3.23571428571429","3.20222222222222","3.20333333333333","3.18388911111111","3.13690428571429","3.11904761904762","3.12142857142857","3.10297614285714","3.09404761904762","3.06011892857143","3.05119035714286","3.03452371428572",
"Europe & Central Asia (IDA & IBRD countries)","TEC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.61333333333333","3.62166666666667","3.73541666666667","3.7875","3.72314814814815","3.70833333333333","3.709375","3.73645833333333","3.73333333333333","3.491666","3.483334","3.478334","3.50833333333333","3.49666666666667","3.5316668","3.50833333333333","3.5645835","3.5645835","3.60416675",
"Togo","TGO","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49166666666667","2.49166666666667","2.53333333333333","2.7","2.775","2.89166666666667","2.99166666666667","2.96666666666667","2.96666666666667","2.99167","2.975","3.025","3.13333333333333","3.24166666666667","3.34166666666667","3.475","3.516667","3.666667","3.766667",
"Thailand","THA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.34166666666667","3.34166666666667","3.24166666666667","3.2","3.19166666666667","3.25833333333333","3.35","3.375","3.30833333333333","3.18333","3.11667","2.96667","3.03333333333333","3.05","3.091667","3.11666666666667","3.116667","3.141667","3.191667",
"Turkmenistan","TKM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64537037037037","3.66666666666667","3.65833333333333","3.65555555555555","3.60648148148148","3.61203703703704","3.58055555555555","3.55185185185185","3.5","3.48426111111111","3.47407481481481","3.45833375","3.440625","3.40520833333333","3.43541675","3.42708333333333","3.396874875","3.382291625","3.345833375",
"Timor-Leste","TLS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.675","2.7","2.8","2.91666666666667","2.98333333333333","3.01666666666667","3.01666666666667","3.05833333333333","3.05833","3.01667","2.975","2.85","2.80833333333333","2.833333","2.83333333333333","2.833333","2.833333","2.791667",
"Middle East & North Africa (IDA & IBRD countries)","TMN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21666666666667","3.15416666666667","3.15","3.15","3.15833333333333","3.15833333333333","3.07916666666667","3.04166666666667","3.04166666666667","3.008335","2.7875","2.675","2.5375","2.575","2.5791665","2.55416666666666","2.4791665","2.4875","2.4833335",
"Tonga","TON","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93333333333333","2.89166666666667","3.025","3.2","3.45833333333333","3.46666666666667","3.43333333333333","3.45833333333333","3.45833333333333","3.5","3.5","3.54167","3.49166666666667","3.475","3.458333","3.39166666666667","3.433333","3.433333","3.458333",
"South Asia (IDA & IBRD)","TSA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63214285714286","3.48020833333333","3.46979166666667","3.4","3.41145833333333","3.37708333333333","3.34270833333333","3.3125","3.31145833333333","3.30000142857143","3.25952380952381","3.27639","3.25972222222222","3.26388888888889","3.30714271428571","3.25694444444444","3.3916666","3.07142857142857","3.06190471428571",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15563063063063","3.15337837837838","3.17725225225225","3.16216216216216","3.17675438596491","3.18092105263158","3.2046052631579","3.17393162393162","3.17094017094017","3.18640456140351","3.1721498245614","3.13684210526316","3.1017094017094","3.12850877192982","3.1","3.10918803418803","3.11559830769231","3.12799148717949","3.13974364102564",
"Trinidad and Tobago","TTO","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkiye","TUR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76666666666667","2.76666666666667","2.79167","2.85833","2.85833","2.9","2.875","2.875","2.80833333333333","2.858333","2.858333","2.858333",
"Tanzania","TZA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94166666666667","3.94166666666667","3.875","3.8","3.84166666666667","3.75","3.7","3.75","3.75833333333333","3.75833","3.66667","3.69166666666667","3.65","3.48333333333333","3.48333333333333","3.48333333333333","3.483333","3.483333","3.508333",
"Uganda","UGA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88333333333333","3.88333333333333","3.88333333333333","3.9","3.85833333333333","3.76666666666667","3.76666666666667","3.71666666666667","3.71666666666667","3.74167","3.74167","3.625","3.625","3.675","3.675","3.59166666666667","3.55","3.575","3.55",
"Ukraine","UKR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.67833333333333","3.76319444444444","3.775","3.74166666666667","3.73461538461539","3.64423076923077","3.57797619047619","3.5547619047619","3.38409181818182","3.36136303030303","3.36060545454546","3.36136363636364","3.36363636363637","3.41439381818182","3.375","3.3991665","3.3924999","3.4091665",
